DateTime,Airquality,DigitalLight.lux,Humidity,Temperature
2016-06-18T20:05:01Z,58,0,42,28
2016-06-18T21:05:01Z,59,0,43,28
2016-06-18T22:05:01Z,57,0,45,27
2016-06-18T23:05:01Z,57,0,45,27
2016-06-19T00:05:01Z,58,0,45,27
2016-06-19T01:05:01Z,57,0,45,27
2016-06-19T02:05:01Z,57,0,48,26
2016-06-19T03:05:01Z,58,0,49,26
2016-06-19T04:05:01Z,60,0,51,25
2016-06-19T05:05:01Z,59,44,54,25
2016-06-19T06:05:01Z,59,220,56,25
2016-06-19T07:05:01Z,65,264,56,25
2016-06-19T08:05:01Z,58,NA,54,26
2016-06-19T09:05:02Z,64,749,47,27
2016-06-19T10:05:01Z,59,NA,44,28
2016-06-19T11:05:01Z,61,441,43,28
2016-06-19T12:05:01Z,57,264,43,28
2016-06-19T13:05:01Z,60,309,43,28
2016-06-19T14:05:01Z,56,353,44,28
2016-06-19T15:05:01Z,60,132,43,28
2016-06-19T16:05:02Z,58,88,45,27
2016-06-19T17:05:01Z,60,88,47,27
2016-06-19T18:05:01Z,63,88,49,26
2016-06-19T19:05:01Z,59,0,52,25
2016-06-19T20:05:02Z,68,0,52,25
2016-06-19T21:05:01Z,62,0,47,27
2016-06-19T22:05:01Z,61,0,49,26
2016-06-19T23:05:01Z,62,0,49,26
2016-06-20T00:05:01Z,61,0,50,26
2016-06-20T01:05:01Z,62,0,54,25
2016-06-20T02:05:01Z,61,0,55,25
2016-06-20T03:05:01Z,62,0,57,24
2016-06-20T04:05:01Z,62,0,57,24
2016-06-20T05:05:01Z,63,0,58,24
2016-06-20T06:05:02Z,65,88,58,25
2016-06-20T07:05:02Z,63,88,56,25
2016-06-20T08:05:01Z,67,88,55,25
2016-06-20T09:05:02Z,82,264,55,26
2016-06-20T10:05:02Z,83,309,51,26
2016-06-20T11:05:02Z,85,220,48,26
2016-06-20T12:05:01Z,85,264,47,27
2016-06-20T13:05:01Z,86,309,47,27
2016-06-20T14:05:02Z,86,264,47,28
2016-06-20T15:05:01Z,87,176,46,28
2016-06-20T16:05:01Z,87,176,45,29
2016-06-20T17:05:01Z,87,88,45,29
2016-06-20T18:05:01Z,82,44,45,30
2016-06-20T19:05:01Z,90,0,45,30
2016-06-20T20:05:01Z,64,0,45,30
2016-06-20T21:05:01Z,61,0,45,29
2016-06-20T22:05:01Z,62,0,46,28
2016-06-20T23:05:01Z,63,0,47,28
2016-06-21T00:05:01Z,63,0,48,28
2016-06-21T01:05:01Z,63,0,48,27
2016-06-21T02:05:02Z,61,0,53,26
2016-06-21T03:05:01Z,61,0,54,26
2016-06-21T04:05:01Z,63,0,55,25
2016-06-21T05:05:01Z,61,0,56,25
2016-06-21T06:05:01Z,68,44,56,25
2016-06-21T07:05:01Z,70,44,55,26
2016-06-21T08:05:01Z,68,88,55,26
2016-06-21T09:05:02Z,87,88,60,26
2016-06-21T10:05:01Z,89,44,54,27
2016-06-21T11:05:01Z,89,44,50,27
2016-06-21T12:05:01Z,86,88,48,27
2016-06-21T13:05:01Z,89,44,47,27
2016-06-21T14:05:02Z,89,88,47,27
2016-06-21T15:05:01Z,89,132,46,27
2016-06-21T16:05:01Z,89,88,46,27
2016-06-21T17:05:01Z,90,88,46,27
2016-06-21T18:05:01Z,89,44,46,28
2016-06-21T19:05:01Z,94,0,46,28
2016-06-21T20:05:01Z,93,0,47,28
2016-06-21T21:05:01Z,71,0,47,27
2016-06-21T22:05:01Z,89,0,49,26
2016-06-21T23:05:01Z,91,0,47,27
2016-06-22T00:05:01Z,89,0,47,27
2016-06-22T01:05:01Z,84,0,46,27
2016-06-22T02:05:01Z,64,0,47,26
2016-06-22T03:05:01Z,64,0,55,25
2016-06-22T04:05:02Z,60,0,60,24
2016-06-22T05:05:01Z,63,44,60,24
2016-06-22T06:05:01Z,74,44,61,24
2016-06-22T07:05:01Z,69,44,61,24
2016-06-22T08:05:01Z,65,44,60,24
2016-06-22T09:05:01Z,63,88,58,25
2016-06-22T10:05:01Z,62,44,62,24
2016-06-22T11:05:01Z,63,220,63,24
2016-06-22T12:05:01Z,60,132,62,24
2016-06-22T13:05:01Z,59,176,59,25
2016-06-22T14:05:01Z,56,88,54,25
2016-06-22T15:05:01Z,58,176,49,25
2016-06-22T16:05:01Z,56,176,48,25
2016-06-22T17:05:01Z,57,44,48,25
2016-06-22T18:05:01Z,58,44,48,25
2016-06-22T19:05:01Z,58,0,48,25
2016-06-22T20:05:02Z,60,44,49,25
2016-06-22T21:05:01Z,57,0,55,25
2016-06-22T22:05:01Z,63,0,58,24
2016-06-22T23:05:01Z,63,0,59,25
